Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
175,176,2,71.31394182547643,60,9751,1,Case_A_End_End,Step 1: Approximate,5,5,6,55,1,50,83.3%,9.1%,✅ Equal,61,10,51,60_Recombination events.csv|9751,9751,60_Recombination events.csv,1512,10000,['48'],1000,0.0001,0.02,0.1,5000,50,938.0,9999.0,938-9999,['48'],"['37', '27', '11', '10', '20']","['41', '21', '49', '29', '45', '26', '1', '33', '28', '16']",574.0,1.0,575.0,99.98821866163996,1512.0,378.0,25.0,Exact Recombinant Match,,52.997643732328,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,1512-10000,100.0%,100.0%,0,99.98821866163996,,,,,,,,,,100.0,42.50000000000001,0,1,8,0,1,❌ None
176,177,3,71.27796901893288,73,9534,3,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,17,31,10,24,41.2%,22.6%,✅ Equal,48,14,34,73_Recombination events.csv|9534,9534,73_Recombination events.csv,1308,6873,"['15', '24', '32', '34', '37', '4', '40', '8']",1000,0.0001,0.02,0.1,5000,50,1304.0,6870.0,1304-6870,"['37', '32', '15', '8', '24', '40', '4']","['7', '21', '11', '3', '12']",['45'],4.0,3.0,7.0,99.9,,,,,✅ Complete (7/7),58.98,87.5,7/7,100.0,8.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1308-6873,99.9%,100.0%,0,99.9,,,,,,,,,,42.85714285714285,99.3,0,1,1,0,3,❌ None
177,178,7,71.17117117117115,50,8385,6,✅ Good (12/15),Step 2: Best Match,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,50_Recombination events.csv|8385,8385,50_Recombination events.csv,7467,10000,"['1', '12', '13', '14', '15', '17', '18', '19', '2', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '32', '35', '36', '37', '38', '39', '4', '40', '41', '42', '44', '45', '46', '47', '49', '5', '7', '8']",1000,0.0001,0.02,0.1,5000,50,7634.0,9923.0,7634-9923,"['5', '19', '21', '41', '43', '44', '17', '27', '32', '47', '14', '48', '24', '2', '4']","['7', '49', '37', '12', '22', '42', '29', '45', '25', '46', '8', '30', '23', '40', '26', '1', '13', '28', '18', '35', '36', '38', '15', '3', '39']","['34', '11', '47', '9', '10', '6', '31', '33', '50', '20', '16']",167.0,77.0,244.0,90.4,,,,,⚠️ Partial (12/15),47.08,30.0,12/15,80.0,37.0,15.0,12/15,50,100.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,6,7467-10000,90.4%,80.0%,0,90.4,,,,,,,,,,66.66666666666666,75.6,0,1,3,0,6,❌ None
178,179,5,70.77596098680436,76,9734,2,✅ Complete Match (1/1),Step 2: Best Match,8,8,8,47,0,39,100.0%,17.0%,✅ Equal,55,16,39,76_Recombination events.csv|9734,9734,76_Recombination events.csv,1071,10000,"['2', '22', '28', '36', '42', '6', '9']",1000,0.0001,0.02,0.1,5000,50,1078.0,9990.0,1078-9990,"['36', '9', '6', '22', '28', '2', '42']","['41', '11']","['15', '17', '16']",7.0,10.0,17.0,99.8,,,,,✅ Complete (7/7),58.96,100.0,7/7,100.0,7.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,1071-10000,99.8%,100.0%,0,99.8,,,,,,,,,,42.85714285714285,98.3,0,1,3,0,2,❌ None
179,180,4,69.84954864593782,49,9185,8,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,39,2,31,80.0%,20.5%,✅ Equal,49,16,33,49_Recombination events.csv|9185,9185,49_Recombination events.csv,351,10000,"['1', '11', '18', '26', '31', '33', '37', '39', '42', '44']",1000,0.0001,0.02,0.1,5000,50,354.0,9997.0,354-9997,"['18', '26', '1', '31', '39']","['43', '29', '38', '15', '10']","['7', '34', '9', '12', '2', '41', '45', '46', '50', '30', '23', '5', '28', '16', '27', '14', '3', '20', '48']",3.0,3.0,6.0,99.9,,,,,✅ Complete (5/5),58.98,50.0,5/5,100.0,10.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,351-10000,99.9%,100.0%,0,99.9,,,,,,,,,,40.0,99.4,0,1,3,0,8,❌ None
180,181,3,69.72361809045226,44,9675,7,✅ Complete Match (1/1),Step 2: Best Match,8,8,8,36,0,28,100.0%,22.2%,✅ Equal,44,16,28,44_Recombination events.csv|9675,9675,44_Recombination events.csv,984,9543,"['1', '14', '16', '22', '27', '35', '37', '38', '39', '4', '42']",1000,0.0001,0.02,0.1,5000,50,902.0,9571.0,902-9571,"['35', '37', '27', '1', '22', '39', '42', '16']","['13', '8', '21', '25']","['11', '47', '48', '6', '3', '28']",82.0,28.0,110.0,100.0,,,,,✅ Complete (8/8),57.0,72.7,8/8,100.0,11.0,8.0,8/8,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,984-9543,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,89.0,0,1,3,0,7,❌ None
181,182,3,69.49849548645938,42,9686,3,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,44,1,40,80.0%,9.1%,✅ Equal,49,8,41,42_Recombination events.csv|9686,9686,42_Recombination events.csv,8049,10000,"['12', '20', '29', '35', '41']",1000,0.0001,0.02,0.1,5000,50,8056.0,9994.0,8056-9994,"['41', '35', '29', '12', '20']","['21', '43', '37', '45', '34', '25', '14', '10', '31', '23']","['5', '32', '1', '46', '13', '3', '39', '48']",7.0,6.0,13.0,99.3,,,,,✅ Complete (5/5),58.86,100.0,5/5,100.0,5.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,8049-10000,99.3%,100.0%,0,99.3,,,,,,,,,,40.0,98.7,0,1,2,0,3,❌ None
182,183,3,68.10636856368563,68,8057,5,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,38,1,34,80.0%,10.5%,✅ Equal,43,8,35,68_Recombination events.csv|8057,8057,68_Recombination events.csv,1680,10000,"['1', '10', '11', '12', '15', '17', '18', '19', '2', '20', '23', '24', '25', '26', '3', '30', '31', '32', '33', '35', '37', '4', '40', '41', '42', '43', '44', '45', '47', '48', '49', '5', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,1617.0,9966.0,1617-9966,"['5', '12', '4']","['41', '43', '35', '49', '32', '9', '10', '33', '48']","['21', '29', '34', '27', '36', '1', '38', '14', '13', '46', '6', '50', '22', '39', '28', '40', '16']",63.0,34.0,97.0,99.6,,,,,✅ Complete (3/3),56.92,8.6,3/3,100.0,35.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,1680-10000,99.6%,100.0%,0,99.6,,,,,,,,,,33.33333333333333,90.3,0,1,3,0,5,❌ None
183,184,4,67.35274431057564,74,3340,7,✅ Complete Match (1/1),Step 2: Best Match,5,5,7,33,2,28,71.4%,15.2%,✅ Equal,40,10,30,74_Recombination events.csv|3340,3340,74_Recombination events.csv,5988,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,5564.0,9991.0,5564-9991,"['19', '21', '35', '34', '27', '25', '13', '8', '20']","['6', '2']","['41', '43', '29', '11', '1', '14', '38', '3', '39', '16']",424.0,9.0,433.0,99.8,,,,,✅ Complete (9/9),54.96,18.0,9/9,100.0,50.0,9.0,9/9,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,5988-10000,99.8%,100.0%,0,99.8,,,,,,,,,,77.77777777777779,56.7,0,1,3,0,7,❌ None
184,185,4,66.66666666666666,81,9873,3,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,10,32,3,25,70.0%,21.9%,✅ Equal,42,14,28,81_Recombination events.csv|9873,9873,81_Recombination events.csv,7350,8460,"['1', '37', '9']",1000,0.0001,0.02,0.1,5000,50,7353.0,8458.0,7353-8458,"['37', '1', '9']","['41', '49', '29', '17', '39', '20', '23', '16']","['10', '31', '14']",3.0,2.0,5.0,99.5,,,,,✅ Complete (3/3),58.900000000000006,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,7350-8460,99.5%,100.0%,0,99.5,,,,,,,,,,33.33333333333333,99.5,0,1,2,0,3,❌ None
185,186,5,66.66666666666666,58,9816,2,🎯 Perfect Match (1/1),Step 2: Best Match,11,10,16,46,5,36,68.8%,21.7%,❌ Diff: RDP=11 vs Santa=10,62,21,41,58_Recombination events.csv|9816,9816,58_Recombination events.csv,186,4635,"['12', '19', '4', '41', '44', '5']",1000,0.0001,0.02,0.1,5000,50,188.0,4636.0,188-4636,"['41', '5', '19', '44', '12', '4']","['26', '36', '15', '10', '16']","['7', '3']",2.0,1.0,3.0,100.0,,,,,✅ Complete (6/6),59.0,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,186-4635,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.7,0,1,1,0,2,❌ None
186,187,5,66.66666666666666,62,9974,4,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,8,56,3,51,62.5%,8.9%,✅ Equal,64,10,54,62_Recombination events.csv|9974,9974,62_Recombination events.csv,2991,10000,"['17', '35', '8']",1000,0.0001,0.02,0.1,5000,50,2992.0,9998.0,2992-9998,"['17', '8', '35']","['7', '18', '37', '40', '45', '26', '27', '25', '47', '14', '13', '33', '30', '50', '48', '23']",['2'],1.0,2.0,3.0,100.0,,,,,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,2991-10000,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.7,0,1,1,0,4,❌ None
187,188,3,66.66666666666666,47,9909,1,⭐ Excellent Match (1/1),Step 2: Best Match,10,9,11,33,1,24,90.9%,27.3%,❌ Diff: RDP=10 vs Santa=9,44,19,25,47_Recombination events.csv|9909,9909,47_Recombination events.csv,2193,10000,"['11', '30', '34']",1000,0.0001,0.02,0.1,5000,50,2195.0,9988.0,2195-9988,"['34', '30', '11']",['21'],"['20', '27', '19']",2.0,12.0,14.0,99.8,,,,,✅ Complete (3/3),56.96,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2193-10000,99.8%,100.0%,0,99.8,,,,,,,,,,33.33333333333333,98.6,0,1,2,0,1,❌ None
188,189,8,66.61661661661661,48,9506,5,⭐ Excellent Match (1/1),Step 2: Best Match,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|9506,9506,48_Recombination events.csv,9258,9822,"['13', '18', '34', '42', '43', '50']",1000,0.0001,0.02,0.1,5000,50,9258.0,9824.0,9258-9824,"['18', '43', '34', '13', '50', '42']","['6', '41', '23', '29']","['7', '49', '11', '9', '38', '46', '47', '8', '12', '22', '30', '39', '20', '48', '40', '16']",0.0,2.0,2.0,100.0,,,,,✅ Complete (6/6),59.0,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,9258-9822,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.8,0,1,2,0,5,❌ None
189,190,5,66.56565656565657,45,5393,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,32,2,24,80.0%,25.0%,✅ Equal,42,16,26,45_Recombination events.csv|5393,5393,45_Recombination events.csv,186,7458,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,64.0,7810.0,64-7810,"['18', '19', '35', '29', '49', '27', '11', '1', '47', '13', '6', '16', '12', '30', '4']","['37', '45', '17', '32', '25', '3', '20', '42']","['43', '34', '26', '38', '14', '48', '10', '33', '50', '39', '28', '23']",122.0,352.0,474.0,100.0,,,,,✅ Complete (15/15),55.0,30.0,15/15,100.0,50.0,15.0,15/15,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,186-7458,100.0%,100.0%,0,100.0,,,,,,,,,,80.0,52.6,0,1,3,0,6,❌ None
190,191,6,66.51636606546427,72,9862,2,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,9,28,0,19,100.0%,32.1%,✅ Equal,37,18,19,72_Recombination events.csv|9862,9862,72_Recombination events.csv,5637,7494,"['10', '15', '18', '24', '37', '9']",1000,0.0001,0.02,0.1,5000,50,5640.0,7496.0,5640-7496,"['18', '37', '9', '15', '10', '24']","['13', '23']","['32', '22']",3.0,2.0,5.0,99.8,,,,,✅ Complete (6/6),58.96,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5637-7494,99.8%,100.0%,0,99.8,,,,,,,,,,33.33333333333333,99.5,0,1,2,0,2,❌ None
191,192,3,66.51606425702812,54,9802,3,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,11,71,5,65,54.5%,8.5%,✅ Equal,82,12,70,54_Recombination events.csv|9802,9802,54_Recombination events.csv,1623,6825,"['10', '19', '2', '28', '31', '38', '43', '47']",1000,0.0001,0.02,0.1,5000,50,1622.0,6831.0,1622-6831,"['43', '47', '38', '10', '31', '28']","['7', '49', '34', '42', '21', '29', '45', '25', '46', '30', '40', '5', '19', '26', '1', '24', '4', '35', '14', '39']","['27', '37']",1.0,6.0,7.0,100.0,,,,,✅ Complete (6/6),59.0,75.0,6/6,100.0,8.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1623-6825,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.3,0,1,1,0,3,❌ None
192,193,4,66.41666666666666,43,9279,3,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,11,30,4,23,63.6%,23.3%,✅ Equal,41,14,27,43_Recombination events.csv|9279,9279,43_Recombination events.csv,5466,7170,"['1', '11', '12', '14', '16', '17', '2', '20', '22', '23', '25', '26', '27', '29', '3', '30', '32', '35', '37', '39', '40', '41', '43', '44', '45', '46', '47', '48', '5', '50', '6', '7', '9']",1000,0.0001,0.02,0.1,5000,50,5461.0,7170.0,5461-7170,"['17', '22', '44']","['7', '37', '11', '9', '6', '33', '12', '2', '41', '21', '29', '45', '25', '46', '8', '50', '40', '5', '26', '1', '24', '16', '43', '18', '35', '27', '32', '47', '14', '15', '3', '39', '20', '48']",['13'],5.0,0.0,5.0,100.0,,,,,✅ Complete (3/3),59.0,9.1,3/3,100.0,33.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,5466-7170,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.5,0,1,2,0,3,❌ None
193,194,8,66.41641641641641,79,9497,7,⭐ Excellent Match (1/1),Step 2: Best Match,13,12,14,56,1,44,92.9%,21.4%,❌ Diff: RDP=13 vs Santa=12,70,25,45,79_Recombination events.csv|9497,9497,79_Recombination events.csv,1410,10000,"['11', '12', '45']",1000,0.0001,0.02,0.1,5000,50,1414.0,9998.0,1414-9998,"['45', '12', '11']","['21', '18', '37', '44', '13', '30', '42', '28', '40', '4']","['46', '26', '23']",4.0,2.0,6.0,99.9,,,,,✅ Complete (3/3),58.98,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,1410-10000,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,99.4,0,1,2,0,7,❌ None
194,195,6,66.4156626506024,55,9577,8,✅ Complete Match (1/1),Step 2: Best Match,10,10,11,59,1,49,90.9%,16.9%,✅ Equal,70,20,50,55_Recombination events.csv|9577,9577,55_Recombination events.csv,9615,10000,"['26', '33', '42']",1000,0.0001,0.02,0.1,5000,50,9614.0,9992.0,9614-9992,"['33', '26', '42']",['31'],"['5', '35', '9', '14', '50', '30', '48']",1.0,8.0,9.0,97.9,,,,,✅ Complete (3/3),58.58,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,9615-10000,97.9%,100.0%,0,97.9,,,,,,,,,,33.33333333333333,99.1,0,1,3,0,8,❌ None
195,196,6,66.41414141414141,82,9495,3,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,12,31,4,23,66.7%,25.8%,✅ Equal,43,16,27,82_Recombination events.csv|9495,9495,82_Recombination events.csv,5115,6687,"['14', '37', '38']",1000,0.0001,0.02,0.1,5000,50,5104.0,6691.0,5104-6691,"['38', '37', '14']","['41', '29', '46', '24', '2', '16']","['7', '35', '44', '34', '26', '1', '47', '33', '22', '12', '31', '48', '42']",11.0,4.0,15.0,100.0,,,,,✅ Complete (3/3),57.0,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,5115-6687,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,98.5,0,1,2,0,3,❌ None
196,197,7,66.37274549098197,72,707,7,✅ Complete Match (1/1),Step 2: Best Match,9,9,9,28,0,19,100.0%,32.1%,✅ Equal,37,18,19,72_Recombination events.csv|707,707,72_Recombination events.csv,2037,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,2308.0,9997.0,2308-9997,"['7', '49', '45', '17', '1']","['21', '38', '13', '6', '33', '3', '31', '2', '23', '16']","['5', '18', '37', '32', '47', '9', '15', '48', '10', '22', '28', '24', '4']",271.0,3.0,274.0,96.6,,,,,✅ Complete (5/5),54.32,10.0,5/5,100.0,50.0,5.0,5/5,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,2037-10000,96.6%,100.0%,0,96.6,,,,,,,,,,60.0,72.6,0,1,3,0,7,❌ None
197,198,2,66.21395036887995,41,9659,3,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,42,0,37,100.0%,11.9%,✅ Equal,47,10,37,41_Recombination events.csv|9659,9659,41_Recombination events.csv,1368,9573,"['1', '21', '29', '33', '48', '6']",1000,0.0001,0.02,0.1,5000,50,1362.0,9564.0,1362-9564,"['21', '29', '1', '6', '33', '48']",['34'],"['15', '36']",6.0,9.0,15.0,99.9,,,,,✅ Complete (6/6),58.98,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1368-9573,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,98.5,0,1,2,0,3,❌ None
198,199,7,65.86586586586586,52,10019,7,⭐ Excellent Match (1/1),Step 2: Best Match,10,10,11,48,1,38,90.9%,20.8%,✅ Equal,59,20,39,52_Recombination events.csv|10019,10019,52_Recombination events.csv,3279,9660,"['36', '40', '43', '8']",1000,0.0001,0.02,0.1,5000,50,3264.0,9658.0,3264-9658,"['8', '43', '40']","['33', '23']","['7', '37', '11', '6', '22', '41', '29', '45', '46', '50', '5', '1', '13', '10', '27', '47', '38', '14', '15', '3', '39', '44']",15.0,2.0,17.0,100.0,,,,,✅ Complete (3/3),57.0,75.0,3/3,100.0,4.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,3279-9660,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,98.3,0,1,2,0,7,❌ None
199,200,7,65.8080808080808,82,9704,4,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,12,31,4,23,66.7%,25.8%,✅ Equal,43,16,27,82_Recombination events.csv|9704,9704,82_Recombination events.csv,2787,6387,"['17', '30', '6']",1000,0.0001,0.02,0.1,5000,50,2788.0,6361.0,2788-6361,"['17', '6', '30']","['39', '8', '40']","['43', '36', '32', '11', '20', '4']",1.0,26.0,27.0,99.2,,,,,✅ Complete (3/3),56.84,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,2787-6387,99.2%,100.0%,0,99.2,,,,,,,,,,33.33333333333333,97.3,0,1,2,0,4,❌ None
200,201,6,65.43266162122733,58,4845,13,✅ Complete Match (1/1),Step 2: Best Match,11,10,16,46,5,36,68.8%,21.7%,❌ Diff: RDP=11 vs Santa=10,62,21,41,58_Recombination events.csv|4845,4845,58_Recombination events.csv,4989,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,5028.0,9528.0,5028-9528,"['7', '5', '19', '41', '44', '6', '3', '30', '12', '24', '4']","['21', '35', '40', '34', '17', '27', '32', '9', '14', '48', '8', '22', '31', '50', '20', '28', '23']","['18', '45', '26', '36', '1', '15', '10', '33', '16']",39.0,472.0,511.0,89.8,,,,,✅ Complete (11/11),52.96,22.0,11/11,100.0,50.0,11.0,11/11,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,13,4989-10000,89.8%,100.0%,0,89.8,,,,,,,,,,81.81818181818183,48.9,0,1,3,0,13,❌ None
201,202,5,65.07021063189569,70,1325,6,✅ Complete Match (1/1),Step 2: Best Match,10,11,13,39,3,28,76.9%,28.2%,❌ Diff: RDP=10 vs Santa=11,52,21,31,70_Recombination events.csv|1325,1325,70_Recombination events.csv,7218,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,7417.0,9998.0,7417-9998,"['41', '19', '1', '14', '3', '24']",['48'],"['37', '45', '17', '26', '33', '31', '39', '42']",199.0,2.0,201.0,92.8,,,,,✅ Complete (6/6),53.56,12.0,6/6,100.0,50.0,6.0,6/6,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,7218-10000,92.8%,100.0%,0,92.8,,,,,,,,,,50.0,79.9,0,1,3,0,6,❌ None
202,203,9,64.41441441441441,48,9895,4,✅ Complete Match (1/1),Step 2: Best Match,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|9895,9895,48_Recombination events.csv,6942,10000,"['14', '21', '24']",1000,0.0001,0.02,0.1,5000,50,6982.0,9994.0,6982-9994,"['24', '21', '14']",['1'],['39'],40.0,6.0,46.0,98.5,,,,,✅ Complete (3/3),56.7,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,6942-10000,98.5%,100.0%,0,98.5,,,,,,,,,,33.33333333333333,95.4,0,1,3,0,4,❌ None
203,204,3,64.28571428571429,41,10049,5,Standard_Match,Step 1: Approximate,5,5,5,42,0,37,100.0%,11.9%,✅ Equal,47,10,37,41_Recombination events.csv|10049,10049,41_Recombination events.csv,7044,10000,['44'],1000,0.0001,0.02,0.1,5000,50,7047.0,9287.0,7047-9287,['44'],['10'],"['27', '19']",3.0,713.0,716.0,75.77807848443842,2956.0,739.0,25.0,Exact Recombinant Match,,48.155615696887686,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,7044-10000,75.8%,100.0%,0,75.77807848443842,,,,,,,,,,100.0,28.40000000000001,0,1,7,0,5,❌ None
204,205,6,63.93681043129388,70,16,5,✅ Complete Match (1/1),Step 2: Best Match,10,11,13,39,3,28,76.9%,28.2%,❌ Diff: RDP=10 vs Santa=11,52,21,31,70_Recombination events.csv|16,16,70_Recombination events.csv,7053,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,7464.0,9988.0,7464-9988,"['35', '44', '47', '9', '25', '15', '10', '28', '23', '4']","['41', '19', '1', '14', '3', '24']","['21', '34', '36', '11', '13', '6', '50', '12', '48', '2']",411.0,12.0,423.0,85.6,,,,,✅ Complete (10/10),52.120000000000005,20.0,10/10,100.0,50.0,10.0,10/10,50,95.2,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,7053-10000,85.6%,100.0%,0,85.6,,,,,,,,,,70.0,57.7,0,1,3,0,5,❌ None
