,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Reaches_Start,Reaches_End,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
290,60,61,5,88.46153846153847,48,9638,9,🎯 Perfect Match (1/1),Step 2: Best Match,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9638,9638,48_Recombination events.csv,984,5787,"['14', '18', '21', '24', '26', '28', '3', '31', '35', '41', '43', '46', '48', '49', '5']",1000,0.000025,0.02,0.1,5000,50,988,5788,988-5788,"['26', '24', '49', '31', '21', '28', '3', '18', '35', '46', '5', '43', '48']","['15', '25', '22', '45', '2', '30', '27', '9', '47', '16', '6', '32', '11', '44', '50', '37', '40', '23', '4']","['39', '7', '36', '38', '42', '17', '10']",4,1,5,99.9,,,,,✅ Complete (13/13),58.98,86.7,13/13,100,15,13,13/13,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,984-5787,99.9%,100.0%,0,99.9,,,,,,,,,,76.92307692307693,99.5,0,1,1,0,9,❌ None
291,105,106,8,50,48,9659,8,Case_E_Start_End,Step 1: Approximate,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9659,9659,48_Recombination events.csv,3513,10000,['34'],1000,0.000025,0.02,0.1,5000,50,988,3498,988-3498,['34'],"['26', '24', '49', '31', '21', '28', '3', '18', '35', '46', '5', '43', '48']","['15', '25', '22', '45', '2', '30', '27', '9', '47', '16', '6', '32', '11', '44', '50', '37', '40', '23', '4']",2525,6502,9027,0,3513,878.2,25,Exact Recombinant Match,,33,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,3513-10000,,100.0%,0,0,,,,,,,,,,100,0,0,1,8,0,8,❌ None
292,107,108,7,50,48,9846,"14, 3",Cross Match (Case_E1_E2_End),Step 6: Cross Matches,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9846,9846,48_Recombination events.csv,5655,9612,"['1', '20']",1000,0.000025,0.02,0.1,5000,50,222,5716,222-5716 | 3838-5508,"['1', '20'] | ['1', '20']","['15', '25', '19', '22', '45', '2', '30', '27', '9', '47', '16', '6', '32', '11', '44', '50', '37', '40', '23', '4'] | ['15', '25', '22', '45', '2', '30', '27', '9', '47', '8', '16', '6', '32', '11', '44', '50', '37', '40', '23', '4']","['26', '3', '18', '46', '5', '43'] | ['39', '7', '36', '38', '42', '17', '10']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,3,14,,0,"14, 3",5655-9612,100.0%,100.0%,100,100,,,,,,,,,,100,0,5,3,4,100,"14,3",✅ Start+End
293,113,114,6,50,48,9710,7,Case_A_End_End,Step 1: Approximate,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9710,9710,48_Recombination events.csv,1404,6816,['34'],1000,0.000025,0.02,0.1,5000,50,3522,6804,3522-6804,['34'],"['19', '25']","['39', '7', '36', '38', '42', '17', '10']",2118,12,2130,60.6430155210643,4588,1147,25,Exact Recombinant Match,,45.12860310421286,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,1404-6816,60.6%,100.0%,0,60.6430155210643,,,,,,,,,,100,0,0,1,8,0,7,❌ None
294,116,117,9,50,48,9710,12,Cross Match (Case_S1_S2_Start),Step 6: Cross Matches,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9710,9710,48_Recombination events.csv,1404,6816,['34'],1000,0.000025,0.02,0.1,5000,50,988,3498,988-3498,['34'] | ['34'],"['26', '24', '49', '31', '21', '28', '3', '18', '35', '46', '5', '43', '48'] | ['39', '7', '36', '38', '42', '17', '10']","['15', '25', '22', '45', '2', '30', '27', '9', '47', '16', '6', '32', '11', '44', '50', '37', '40', '23', '4'] | ['1', '20']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,8,12,,0,12,1404-6816,100.0%,100.0%,100,100,,,,,,,,,,100,0,5,3,4,100,12,✅ Start+End
295,118,119,11,49.949748743718594,48,9461,11,⭐ Excellent Match (1/1),Step 2: Best Match,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9461,9461,48_Recombination events.csv,8856,10000,"['33', '34']",1000,0.000025,0.02,0.1,5000,50,8854,9996,8854-9996,['33'],"['45', '32', '11', '2', '30', '6', '27', '15', '25', '44', '50', '37', '40', '9', '22', '23', '47', '4']","['26', '24', '49', '31', '21', '28', '3', '18', '35', '46', '5', '43', '48']",2,4,6,99.7,,,,,🎯 Perfect (1/1),58.94,50,1/1,100,2,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,8856-10000,99.7%,100.0%,0,99.7,,,,,,,,,,0,99.4,0,1,2,0,11,❌ None
296,125,126,12,48.34170854271357,48,5747,4,✅ Complete Match (1/1),Step 2: Best Match,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|5747,5747,48_Recombination events.csv,3510,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,3528,9980,3528-9980,['8'],"['26', '24', '49', '31', '21', '28', '3', '18', '22', '35', '46', '5', '43', '48']",['34'],18,20,38,99.4,,,,,🎯 Perfect (1/1),56.88,2,1/1,100,50,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3510-10000,99.4%,100.0%,0,99.4,,,,,,,,,,0,96.2,0,1,3,0,4,❌ None
297,138,139,13,41.90954773869347,48,9873,5,✅ Complete Match (1/1),Step 2: Best Match,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9873,9873,48_Recombination events.csv,1818,9834,"['14', '41']",1000,0.000025,0.02,0.1,5000,50,1824,9994,1824-9994,"['41', '14']","['39', '7', '36', '38', '42', '17', '10']","['18', '3']",6,160,166,99.9,,,,,✅ Complete (2/2),54.98,100,2/2,100,2,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1818-9834,99.9%,100.0%,0,99.9,,,,,,,,,,0,83.4,0,1,3,0,5,❌ None
298,139,140,14,41.90954773869347,48,9873,13,Cross Match (Case_S1_E2E),Step 6: Cross Matches,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9873,9873,48_Recombination events.csv,1818,9834,"['14', '41']",1000,0.000025,0.02,0.1,5000,50,1824,9994,1824-9994,"['41', '14'] | ['41', '14']","['39', '7', '36', '38', '42', '17', '10'] | ['15', '25', '22', '45', '2', '30', '27', '9', '47', '16', '6', '32', '11', '44', '50', '37', '40', '23', '4']","['18', '3'] | ['39', '7', '36', '38', '42', '17', '10']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,5,13,,0,13,1818-9834,100.0%,100.0%,100,100,,,,,,,,,,0,83.4,5,3,4,100,13,✅ Start+End
299,53,54,1,91.7933130699088,49,9880,6,Standard_Match,Step 1: Approximate,4,4,6,49,2,45,66.7%,8.2%,✅ Equal,55,8,47,49_Recombination events.csv|9880,9880,49_Recombination events.csv,8007,10000,['48'],1000,0.000025,0.02,0.1,5000,50,7837,9995,7837-9995,['48'],"['34', '26', '19', '46', '14']","['25', '49']",170,5,175,99.7491219267436,1993,498.2,25,Exact Recombinant Match,,54.94982438534872,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,8007-10000,99.7%,100.0%,0,99.7491219267436,,,,,,,,,,100,82.5,0,1,7,0,6,❌ None
300,64,65,2,81.25,49,9699,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,6,49,2,45,66.7%,8.2%,✅ Equal,55,8,47,49_Recombination events.csv|9699,9699,49_Recombination events.csv,7398,10000,"['11', '2', '22', '29', '30', '38', '41', '47', '8']",1000,0.000025,0.02,0.1,5000,50,7399,9988,7399-9988,"['8', '11', '2', '30', '38', '22', '47', '41']","['45', '32', '36', '15', '21', '18', '17', '23', '33', '43', '13']","['12', '34', '26', '19', '35', '46', '4', '14']",1,12,13,99.5,,,,,✅ Complete (8/8),56.900000000000006,88.9,8/8,100,9,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7398-10000,99.5%,100.0%,0,99.5,,,,,,,,,,62.5,98.7,0,1,2,0,2,❌ None
301,111,112,3,50,49,9959,1,Case_F_Start_Start,Step 1: Approximate,4,4,6,49,2,45,66.7%,8.2%,✅ Equal,55,8,47,49_Recombination events.csv|9959,9959,49_Recombination events.csv,972,10000,['29'],1000,0.000025,0.02,0.1,5000,50,962,7399,962-7399,['29'],"['39', '31', '15', '18', '13', '45', '7', '9', '33', '10', '36', '6', '28', '32', '44', '21', '37', '17', '23', '43']","['12', '34', '26', '19', '35', '46', '4', '14']",10,2601,2611,71.18963225520602,972,243,25,Exact Recombinant Match,,47.2379264510412,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,972-10000,71.2%,100.0%,0,71.18963225520602,,,,,,,,,,100,0,0,1,8,0,1,❌ None
302,156,157,4,15.805471124620064,49,8812,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,6,49,2,45,66.7%,8.2%,✅ Equal,55,8,47,49_Recombination events.csv|8812,8812,49_Recombination events.csv,4998,10000,"['16', '27', '40', '48', '5']",1000,0.000025,0.02,0.1,5000,50,5681,9995,5681-9995,['48'],"['34', '26', '19', '46', '14']","['39', '31', '15', '18', '13', '45', '7', '9', '33', '10', '36', '6', '28', '32', '44', '21', '37', '17', '23', '43']",683,5,688,86.2,,,,,🎯 Perfect (1/1),50.24,20,1/1,100,5,1,1/1,30,95.9,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4998-10000,86.2%,100.0%,0,86.2,,,,,,,,,,0,31.200000000000003,0,1,3,0,4,❌ None
303,8,9,1,100,50,9991,1,Standard_Match,Step 1: Approximate,5,4,5,39,0,35,100.0%,10.3%,❌ Diff: RDP=5 vs Santa=4,44,9,35,50_Recombination events.csv|9991,9991,50_Recombination events.csv,2208,7569,['37'],1000,0.000025,0.02,0.1,5000,50,2204,7571,2204-7571,['37'],['15'],"['26', '31', '25', '29', '19', '5', '48', '2', '38', '27', '20', '3', '35', '41', '16', '49', '12', '32', '11', '21', '50', '1', '46', '43']",4,2,6,100,4639,1159.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2208-7569,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
304,41,42,2,97.58551307847084,50,9904,"4, 5",Cross Match (Case_S1_E2E),Step 6: Cross Matches,5,4,5,39,0,35,100.0%,10.3%,❌ Diff: RDP=5 vs Santa=4,44,9,35,50_Recombination events.csv|9904,9904,50_Recombination events.csv,7848,10000,['22'],1000,0.000025,0.02,0.1,5000,50,7849,9947,7849-9486 | 9487-9947,['22'] | ['22'],"['14'] | ['24', '6', '42', '28', '18', '17', '23', '13']","['45', '34', '39', '7', '8', '44', '4', '40', '9', '33', '10'] | ['39', '7', '8', '44', '40', '9', '33', '4']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,4,5,,0,"4, 5",7848-10000,100.0%,100.0%,100,100,,,,,,,,,,100,94.6,5,3,4,100,"4,5",✅ Start+End
305,43,44,3,97.33400402414486,50,9929,2,Standard_Match,Step 1: Approximate,5,4,5,39,0,35,100.0%,10.3%,❌ Diff: RDP=5 vs Santa=4,44,9,35,50_Recombination events.csv|9929,9929,50_Recombination events.csv,1530,10000,['47'],1000,0.000025,0.02,0.1,5000,50,1503,9968,1503-9968,['47'],"['30', '31', '15']",['14'],27,32,59,99.62219598583236,1530,382.5,25,Exact Recombinant Match,,56.92443919716647,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1530-10000,99.6%,100.0%,0,99.62219598583236,,,,,,,,,,100,94.1,0,1,7,0,2,❌ None
306,124,125,4,48.39034205231388,50,9841,3,✅ Complete Match (1/1),Step 2: Best Match,5,4,5,39,0,35,100.0%,10.3%,❌ Diff: RDP=5 vs Santa=4,44,9,35,50_Recombination events.csv|9841,9841,50_Recombination events.csv,1494,10000,"['15', '30', '37']",1000,0.000025,0.02,0.1,5000,50,1492,9964,1492-9964,"['30', '37', '15']","['26', '31', '25', '29', '19', '5', '48', '2', '38', '27', '20', '3', '35', '41', '16', '49', '12', '32', '11', '21', '50', '1', '46', '43']",['36'],2,36,38,99.6,,,,,✅ Complete (3/3),56.92,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1494-10000,99.6%,100.0%,0,99.6,,,,,,,,,,0,96.2,0,1,3,0,3,❌ None
307,0,1,1,100,51,10098,1,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,9,36,0,27,100.0%,25.0%,✅ Equal,45,18,27,51_Recombination events.csv|10098,10098,51_Recombination events.csv,5886,10000,['15'],1000,0.000025,0.02,0.1,5000,50,5882,9994,5882-9994,['15'],"['19', '41', '21', '1', '46']","['30', '28', '40', '20', '42', '25']",4,6,10,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5886-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99,0,1,2,0,1,❌ None
308,1,2,1,100,53,9903,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,35,1,31,80.0%,11.4%,✅ Equal,40,8,32,53_Recombination events.csv|9903,9903,53_Recombination events.csv,282,2505,['33'],1000,0.000025,0.02,0.1,5000,50,274,2504,274-2504,['33'],['13'],['14'],8,1,9,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,282-2505,100.0%,100.0%,0,100,,,,,,,,,,100,99.1,0,1,2,0,1,❌ None
309,2,3,1,100,52,10061,1,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,6,41,3,38,50.0%,7.3%,✅ Equal,47,6,41,52_Recombination events.csv|10061,10061,52_Recombination events.csv,3582,7527,['50'],1000,0.000025,0.02,0.1,5000,50,3586,7528,3586-7528,['50'],['20'],"['34', '10', '8', '40', '39', '24', '9', '27', '33']",4,1,5,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3582-7527,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.5,0,1,1,0,1,❌ None
310,3,4,1,100,54,9962,1,Standard_Match,Step 1: Approximate,4,5,6,49,2,44,66.7%,10.2%,❌ Diff: RDP=4 vs Santa=5,55,9,46,54_Recombination events.csv|9962,9962,54_Recombination events.csv,3321,10000,['18'],1000,0.000025,0.02,0.1,5000,50,3350,9991,3350-9991,['18'],"['12', '35', '9']","['2', '8', '29', '46', '25']",29,9,38,99.43105255277736,3321,830.2,25,Exact Recombinant Match,,56.88621051055547,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3321-10000,99.4%,100.0%,0,99.43105255277736,,,,,,,,,,100,96.2,0,1,7,0,1,❌ None
311,4,5,2,100,67,10099,"7, 8",Cross Match (Case_S1_E2E),Step 6: Cross Matches,9,8,15,60,6,52,60.0%,13.3%,❌ Diff: RDP=9 vs Santa=8,75,17,58,67_Recombination events.csv|10099,10099,67_Recombination events.csv,8187,10000,['26'],1000,0.000025,0.02,0.1,5000,50,8176,9994,8176-8554 | 8587-9994,['26'] | ['26'],"['16', '3', '28'] | ['30']","['12', '19', '37', '39', '15', '6', '40', '22'] | ['12', '19', '37', '40', '15', '6', '22']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,7,8,,0,"7, 8",8187-10000,100.0%,100.0%,100,100,,,,,,,,,,100,98.3,5,3,4,100,"7,8",✅ Start+End
312,5,6,1,100,67,10063,"1, 2",Cross Match (Case_S1_E2E),Step 6: Cross Matches,9,8,15,60,6,52,60.0%,13.3%,❌ Diff: RDP=9 vs Santa=8,75,17,58,67_Recombination events.csv|10063,10063,67_Recombination events.csv,1134,10000,['29'],1000,0.000025,0.02,0.1,5000,50,1133,9984,1133-1947 | 7331-9984,['29'] | ['29'],"['23', '14', '35', '46'] | ['42', '4']","['50'] | ['31', '47', '21', '44', '11', '25', '10', '28', '24', '17', '3', '49', '50', '18', '16', '33', '2', '48', '5']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,2,1,,0,"1, 2",1134-10000,100.0%,100.0%,100,100,,,,,,,,,,100,98.3,5,3,4,100,"1,2",✅ Start+End
313,6,7,1,100,69,9975,1,Standard_Match,Step 1: Approximate,3,3,3,45,0,42,100.0%,6.7%,✅ Equal,48,6,42,69_Recombination events.csv|9975,9975,69_Recombination events.csv,2196,3138,['2'],1000,0.000025,0.02,0.1,5000,50,2201,3128,2201-3128,['2'],"['16', '7']","['35', '41', '17', '27', '22']",5,10,15,98.40764331210192,942,235.5,25,Exact Recombinant Match,,58.681528662420384,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2196-3138,98.4%,100.0%,0,98.40764331210192,,,,,,,,,,100,98.5,0,1,7,0,1,❌ None
314,7,8,1,100,74,9851,5,Standard_Match,Step 1: Approximate,4,4,5,38,1,34,80.0%,10.5%,✅ Equal,43,8,35,74_Recombination events.csv|9851,9851,74_Recombination events.csv,33,9813,['18'],1000,0.000025,0.02,0.1,5000,50,30,9807,30-9807,['18'],['5'],"['30', '43', '21', '24', '20']",3,6,9,99.93865030674849,220,55,25,Exact Recombinant Match,,58.987730061349694,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,33-9813,99.9%,100.0%,0,99.93865030674849,,,,,,,,,,100,99.1,0,1,7,0,5,❌ None
315,8,9,1,100,75,9910,13,Standard_Match,Step 1: Approximate,9,9,15,60,6,51,60.0%,15.0%,✅ Equal,75,18,57,75_Recombination events.csv|9910,9910,75_Recombination events.csv,2346,10000,['33'],1000,0.000025,0.02,0.1,5000,50,2344,9994,2344-9994,['33'],"['19', '23', '38', '27', '42']","['12', '39']",2,6,8,99.92160961588712,2346,586.5,25,Exact Recombinant Match,,58.98432192317743,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,13,2346-10000,99.9%,100.0%,0,99.92160961588712,,,,,,,,,,100,99.2,0,1,7,0,13,❌ None
316,9,10,1,100,73,9856,1,Standard_Match,Step 1: Approximate,6,6,7,37,1,31,85.7%,16.2%,✅ Equal,44,12,32,73_Recombination events.csv|9856,9856,73_Recombination events.csv,3405,10000,['23'],1000,0.000025,0.02,0.1,5000,50,3410,9993,3410-9993,['23'],"['31', '41', '40']",['48'],5,7,12,99.8180439727066,3405,851.2,25,Exact Recombinant Match,,58.96360879454132,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3405-10000,99.8%,100.0%,0,99.8180439727066,,,,,,,,,,100,98.8,0,1,7,0,1,❌ None
317,10,11,1,100,72,9870,6,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,9,50,0,41,100.0%,18.0%,✅ Equal,59,18,41,72_Recombination events.csv|9870,9870,72_Recombination events.csv,2355,6753,"['17', '39']",1000,0.000025,0.02,0.1,5000,50,2357,6760,2357-6760,"['17', '39']","['26', '27']","['10', '48', '30', '49', '11']",2,7,9,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,2355-6753,100.0%,100.0%,0,100,,,,,,,,,,100,99.1,0,1,2,0,6,❌ None
318,11,12,1,100,65,10058,1,Standard_Match,Step 1: Approximate,7,7,7,48,0,41,100.0%,14.6%,✅ Equal,55,14,41,65_Recombination events.csv|10058,10058,65_Recombination events.csv,4686,8127,['30'],1000,0.000025,0.02,0.1,5000,50,4683,8130,4683-8130,['30'],['32'],"['34', '29']",3,3,6,100,3441,860.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4686-8127,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
319,12,13,1,100,62,10064,1,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,7,31,0,24,100.0%,22.6%,✅ Equal,38,14,24,62_Recombination events.csv|10064,10064,62_Recombination events.csv,4305,8439,['2'],1000,0.000025,0.02,0.1,5000,50,4286,8434,4286-8434,['2'],['13'],"['19', '37']",19,5,24,99.9,,,,,🎯 Perfect (1/1),56.98,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4305-8439,99.9%,100.0%,0,99.9,,,,,,,,,,100,97.6,0,1,2,0,1,❌ None
320,13,14,1,100,64,9567,2,🎯 Perfect Match (1/1),Step 2: Best Match,6,5,7,58,1,53,85.7%,8.6%,❌ Diff: RDP=6 vs Santa=5,65,11,54,64_Recombination events.csv|9567,9567,64_Recombination events.csv,1944,4053,"['1', '13', '17', '2', '20', '24', '26', '29', '35', '37', '45', '47', '48']",1000,0.000025,0.02,0.1,5000,50,1944,4054,1944-4054,"['2', '47', '48', '35', '37', '24', '13', '17', '1', '29', '20', '45', '26']","['7', '18', '40', '46']","['38', '21']",0,1,1,100,,,,,✅ Complete (13/13),59,100,13/13,100,13,13,13/13,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1944-4053,100.0%,100.0%,0,100,,,,,,,,,,69.23076923076923,99.9,0,1,1,0,2,❌ None
321,14,15,1,100,61,9766,9,✅ Complete Match (1/1),Step 2: Best Match,17,17,21,71,4,54,81.0%,23.9%,✅ Equal,92,34,58,61_Recombination events.csv|9766,9766,61_Recombination events.csv,6081,6624,['16'],1000,0.000025,0.02,0.1,5000,50,6086,6627,6086-6627,['16'],['22'],"['2', '10', '41']",5,3,8,99.1,,,,,🎯 Perfect (1/1),58.82,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,6081-6624,99.1%,100.0%,0,99.1,,,,,,,,,,100,99.2,0,1,3,0,9,❌ None
322,15,16,1,100,59,9914,2,Standard_Match,Step 1: Approximate,5,5,6,40,1,35,83.3%,12.5%,✅ Equal,46,10,36,59_Recombination events.csv|9914,9914,59_Recombination events.csv,3708,8826,['27'],1000,0.000025,0.02,0.1,5000,50,3699,8830,3699-8830,['27'],"['31', '50', '43', '28']",['3'],9,4,13,100,4882,1220.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3708-8826,100.0%,100.0%,0,100,,,,,,,,,,100,98.7,0,1,7,0,2,❌ None
323,16,17,1,100,60,9769,1,Standard_Match,Step 1: Approximate,6,6,6,43,0,37,100.0%,14.0%,✅ Equal,49,12,37,60_Recombination events.csv|9769,9769,60_Recombination events.csv,6987,10000,['22'],1000,0.000025,0.02,0.1,5000,50,6987,9994,6987-9994,['22'],"['32', '27', '10', '25']","['40', '37']",0,6,6,99.80086292731497,3013,753.2,25,Exact Recombinant Match,,58.960172585463,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6987-10000,99.8%,100.0%,0,99.80086292731497,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
324,17,18,1,100,58,9668,3,✅ Complete Match (1/1),Step 2: Best Match,7,6,11,42,4,36,63.6%,14.3%,❌ Diff: RDP=7 vs Santa=6,53,13,40,58_Recombination events.csv|9668,9668,58_Recombination events.csv,1005,10000,"['12', '28', '37', '40', '42', '8']",1000,0.000025,0.02,0.1,5000,50,1002,9982,1002-9982,"['12', '8']","['44', '19', '47', '48', '7', '35', '39', '32', '5', '9', '46', '20']",['15'],3,18,21,99.8,,,,,✅ Complete (2/2),56.96,33.3,2/2,100,6,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1005-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,97.9,0,1,3,0,3,❌ None
